Vendor,Device,Adddress,City,PostalCode,Contact,Email
Wellwise by Shoppers Drug Mart,Suction Devices,1624 Howard Ave,Windsor,N8X 3T7,15192522715,adpcommunications@shoppershomehealthcare.ca
Windsor Regional ProResp Inc.,Apnea/Cardiorespiratory Monitors,810 - 3200 Deziel Dr,Windsor,N8W 5K8,15192540202,bmarshall@proresp.com
Windsor Regional ProResp Inc.,Positive Airway Pressure Systems,810 - 3200 Deziel Dr,Windsor,N8W 5K8,15192540202,bmarshall@proresp.com
Windsor Regional ProResp Inc.,Suction Devices,810 - 3200 Deziel Dr,Windsor,N8W 5K8,15192540202,bmarshall@proresp.com
Windsor Regional ProResp Inc.,Airway Clearance Devices,810 - 3200 Deziel Dr,Windsor,N8W 5K8,15192540202,bmarshall@proresp.com
Windsor Regional ProResp Inc.,Compressors,810 - 3200 Deziel Dr,Windsor,N8W 5K8,15192540202,bmarshall@proresp.com
RESTAssure Inc.,Suction Devices,104 - 5 Director Court,Woodbridge,L4L 4S5,19052657394,admin@restassure.ca
RESTAssure Inc.,Compressors,104 - 5 Director Court,Woodbridge,L4L 4S5,19052657394,admin@restassure.ca
RESTAssure Inc.,Airway Clearance Devices,104 - 5 Director Court,Woodbridge,L4L 4S5,19052657394,admin@restassure.ca
RESTAssure Inc.,Positive Airway Pressure Systems,104 - 5 Director Court,Woodbridge,L4L 4S5,19052657394,admin@restassure.ca
RESTAssure Inc.,Apnea/Cardiorespiratory Monitors,104 - 5 Director Court,Woodbridge,L4L 4S5,19052657394,admin@restassure.ca
Home Sleep Care,Compressors,77 Finkle St,Woodstock,N4S 3C9,15195709600,d.mavor@homesleepcare.com
Home Sleep Care,Positive Airway Pressure Systems,77 Finkle St,Woodstock,N4S 3C9,15195709600,d.mavor@homesleepcare.com
Home Sleep Care,Suction Devices,77 Finkle St,Woodstock,N4S 3C9,15195709600,d.mavor@homesleepcare.com
Oxford ProResp Inc.,Apnea/Cardiorespiratory Monitors,101 - 333 Athlone Ave.,Woodstock,N4V 0B8,15194210222,bmarshall@proresp.com
Oxford ProResp Inc.,Compressors,101 - 333 Athlone Ave.,Woodstock,N4V 0B8,15194210222,bmarshall@proresp.com
Oxford ProResp Inc.,Airway Clearance Devices,101 - 333 Athlone Ave.,Woodstock,N4V 0B8,15194210222,bmarshall@proresp.com
Oxford ProResp Inc.,Positive Airway Pressure Systems,101 - 333 Athlone Ave.,Woodstock,N4V 0B8,15194210222,bmarshall@proresp.com
Oxford ProResp Inc.,Suction Devices,101 - 333 Athlone Ave.,Woodstock,N4V 0B8,15194210222,bmarshall@proresp.com
Children's Treatment Network Of Simcoe York,Communication Aids (Clinics),165 Ferris Lane,Barrie,L4M 2Y1,17057194795,tracy.hunt@speechclinic.ca
Children's Treatment Network Of Simcoe York,Communication Aids (Individual Authorizers),165 Ferris Lane,Barrie,L4M 2Y1,17057194795,tracy.hunt@speechclinic.ca
Altair Electronics Ltd.,Communication Aids (Individual Authorizers),27-A South Pinnacle St,Belleville,K8N 3A1,16139694490,info@altair.ca
Altair Electronics Ltd.,Communication Aids (Clinics),27-A South Pinnacle St,Belleville,K8N 3A1,16139694490,info@altair.ca
Atos Medical Canada Inc.,Communication Aids (Individual Authorizers),"unit 5, 20 Simona Dr",Bolton,L7E 4K1,14165401393,info.ca@atosmedical.com
ErinoakKids Centre for Treatment and Development,Communication Aids (Clinics),10145 McVean Dr,Brampton,L6P 4K7,19058552690,jpeden@erinoakkids.ca
ErinoakKids Centre for Treatment and Development,Communication Aids (Individual Authorizers),10145 McVean Dr,Brampton,L6P 4K7,19058552690,jpeden@erinoakkids.ca
Children's Treatment Centre Of Chatham-Kent,Communication Aids (Clinics),355 Lark St,Chatham,N7L 5B2,15193540520,info@childrenstreatment-ck.com
Children's Treatment Centre Of Chatham-Kent,Communication Aids (Individual Authorizers),355 Lark St,Chatham,N7L 5B2,15193540520,info@childrenstreatment-ck.com
Hamilton Health Sciences Corp,Communication Aids (Individual Authorizers),"237 Barton St E, Ron Joyce Children's Health Centre ",Hamilton,L8L 2X2,19055212100,haardeng@HHSC.CA; yamkalichj@hhsc.ca
Hamilton Health Sciences Corp,Communication Aids (Clinics),"237 Barton St E, Ron Joyce Children's Health Centre ",Hamilton,L8L 2X2,19055212100,haardeng@HHSC.CA; yamkalichj@hhsc.ca
A-Tech Microsystems Inc.,Communication Aids (Clinics),140 Rothesay Dr,Kanata,K2L 1P1,16138502270,steve.pequegnat@rogers.com
A-Tech Microsystems Inc.,Communication Aids (Individual Authorizers),140 Rothesay Dr,Kanata,K2L 1P1,16138502270,steve.pequegnat@rogers.com
Altair Electronics Ltd.,Communication Aids (Clinics),750 Progress Ave,Kingston,K7M 7E1,16133843876,info@altair.ca
Altair Electronics Ltd.,Communication Aids (Individual Authorizers),750 Progress Ave,Kingston,K7M 7E1,16133843876,info@altair.ca
Kingston Health Sciences Centre,Communication Aids (Individual Authorizers),166 Brock St,Kingston,K7L 5G2,16135443400,david.pichora@KingstonHSC.ca; Emily.Jackson@KingstonHSC.ca
Kingston Health Sciences Centre,Communication Aids (Clinics),166 Brock St,Kingston,K7L 5G2,16135443400,david.pichora@KingstonHSC.ca; Emily.Jackson@KingstonHSC.ca
Grand River Hospital,Communication Aids (Clinics),"3570 King St E, PO Box 9056, Communication Technology Centre ",Kitchener,N2A 2W1,15198948360,CTC@grhosp.on.ca
Grand River Hospital,Communication Aids (Individual Authorizers),"3570 King St E, PO Box 9056, Communication Technology Centre ",Kitchener,N2A 2W1,15198948360,CTC@grhosp.on.ca
Star Computer Services,Communication Aids (Individual Authorizers),"380 Wellington St, Tower B, 6th Floor ",London,N6A 5B5,15194308305,scs@starcs.on.ca
Star Computer Services,Communication Aids (Clinics),"380 Wellington St, Tower B, 6th Floor ",London,N6A 5B5,15194308305,scs@starcs.on.ca
Thames Valley Children's Centre,Communication Aids (Clinics),779 Base Line Rd E,London,N6C 5Y6,15196858680,carrie.laskey@tvcc.on.ca
Thames Valley Children's Centre,Communication Aids (Individual Authorizers),779 Base Line Rd E,London,N6C 5Y6,15196858680,carrie.laskey@tvcc.on.ca
The University of Western Ontario,Communication Aids (Individual Authorizers),"1201 Western Rd, Elborn College - Room 1231 ",London,N6G 1H1,15196612021,Ryepiz@uwo.ca
Auto Control Medical,Communication Aids (Clinics),6 - 6695 Millcreek Dr.,Mississauga,L5N 5R8,19058146350,orders@autocontrol.com
Auto Control Medical,Communication Aids (Individual Authorizers),6 - 6695 Millcreek Dr.,Mississauga,L5N 5R8,19058146350,orders@autocontrol.com
Erinoakkids Audiology And Hearing Aid Clinic,Communication Aids (Clinics),1230 Central Pkwy W,Mississauga,L5K 2N6,19058552690,jpepper@erinoakkids.ca
Erinoakkids Audiology And Hearing Aid Clinic,Communication Aids (Individual Authorizers),1230 Central Pkwy W,Mississauga,L5K 2N6,19058552690,jpepper@erinoakkids.ca
Micro Assistive Tech Inc.,Communication Aids (Individual Authorizers),"unit 15, 5160 Explorer Dr",Mississauga,L4W 4T7,19052332592,manohark@microassistivetech.com
Micro Assistive Tech Inc.,Communication Aids (Clinics),"unit 15, 5160 Explorer Dr",Mississauga,L4W 4T7,19052332592,manohark@microassistivetech.com
One Kids Place Children's Medical Treatment Ctr Of Ne Ont,Communication Aids (Individual Authorizers),400 Mckeown Ave,North Bay,P1B 0B2,17054765437,jimenat@onekidsplace.ca
One Kids Place Children's Medical Treatment Ctr Of Ne Ont,Communication Aids (Clinics),400 Mckeown Ave,North Bay,P1B 0B2,17054765437,jimenat@onekidsplace.ca
Baycrest Centre For Geriatric Care,Communication Aids (Individual Authorizers),"3560 Bathurst St, C/O Baycrest Hearing Aid Services ",North York,M6A 2E1,14167852476,hearing@baycrest.org
Baycrest Centre For Geriatric Care,Communication Aids (Clinics),"3560 Bathurst St, C/O Baycrest Hearing Aid Services ",North York,M6A 2E1,14167852476,hearing@baycrest.org
ErinoakKids Centre for Treatment and Development,Communication Aids (Clinics),2000 Glenorchy Rd,Oakville,L6M 0X4,19058552690,jpeden@erinoakkids.ca
ErinoakKids Centre for Treatment and Development,Communication Aids (Individual Authorizers),2000 Glenorchy Rd,Oakville,L6M 0X4,19058552690,jpeden@erinoakkids.ca
Bruyere Continuing Care Inc.,Communication Aids (Clinics),43 Bruyere St,Ottawa,K1N 5C8,16135626262,mdonais@bruyere.org
Bruyere Continuing Care Inc.,Communication Aids (Individual Authorizers),43 Bruyere St,Ottawa,K1N 5C8,16135626262,mdonais@bruyere.org
Ottawa Children's Treatment Centre,Communication Aids (Individual Authorizers),"2211 Thurston Dr, Clinic For Aug. Communication ",Ottawa,K1G 6C9,16136882126,smendelsohn@octc.ca
Ottawa Children's Treatment Centre,Communication Aids (Clinics),"2211 Thurston Dr, Clinic For Aug. Communication ",Ottawa,K1G 6C9,16136882126,smendelsohn@octc.ca
The Rehabilitation Centre,Communication Aids (Clinics),"unit 1209, 505 Smyth Rd.",Ottawa,K1H 8M2,16137377350,kademers@toh.on.ca
The Rehabilitation Centre,Communication Aids (Individual Authorizers),"unit 1209, 505 Smyth Rd.",Ottawa,K1H 8M2,16137377350,kademers@toh.on.ca
Five Counties Children's Centre,Communication Aids (Clinics),872 Dutton Rd,Peterborough,K9H 7G1,17057482221,mentwistle@fivecounties.on.ca
Five Counties Children's Centre,Communication Aids (Individual Authorizers),872 Dutton Rd,Peterborough,K9H 7G1,17057482221,mentwistle@fivecounties.on.ca
Cora Computers Inc.,Communication Aids (Clinics),"582 Hepner Crescent, PO Box 2005",Port Elgin,N0H 2C0,15193892672,sales@coracomputers.com
Cora Computers Inc.,Communication Aids (Individual Authorizers),"582 Hepner Crescent, PO Box 2005",Port Elgin,N0H 2C0,15193892672,sales@coracomputers.com
Pathways Health Centre For Children,Communication Aids (Individual Authorizers),1240 Murphy Rd,Sarnia,N7S 2Y6,15195423471,amorrison@pathwayscentre.org; hcollins@pathwayscentre.org
Pathways Health Centre For Children,Communication Aids (Clinics),1240 Murphy Rd,Sarnia,N7S 2Y6,15195423471,amorrison@pathwayscentre.org; hcollins@pathwayscentre.org
Thrive Child Development Centre,Communication Aids (Clinics),74 Johnson Ave.,Sault Ste Marie,P6C 2V5,17057591131,TNelson@crcalgoma.ca
Thrive Child Development Centre,Communication Aids (Individual Authorizers),74 Johnson Ave.,Sault Ste Marie,P6C 2V5,17057591131,TNelson@crcalgoma.ca
Bridges,Communication Aids (Clinics),2123 McCowan Rd,Scarborough,M1S 3Y6,19055427232,info@bridges-canada.com
Bridges,Communication Aids (Individual Authorizers),2123 McCowan Rd,Scarborough,M1S 3Y6,19055427232,info@bridges-canada.com
Hotel Dieu Shaver Health And Rehabilitation Centre,Communication Aids (Clinics),541 Glenridge Ave,St Catharines,L2T 4C2,19056851381,Lori.harper@hoteldieushaver.org;Lisa.sauriol@hoteldieushaver.org;Nancy.gannon@hoteldieushaver.org
Hotel Dieu Shaver Health And Rehabilitation Centre,Communication Aids (Individual Authorizers),541 Glenridge Ave,St Catharines,L2T 4C2,19056851381,Lori.harper@hoteldieushaver.org;Lisa.sauriol@hoteldieushaver.org;Nancy.gannon@hoteldieushaver.org
Niagara Peninsula Childrens Centre,Communication Aids (Individual Authorizers),567 Glenridge Ave.,St Catharines,L2T 4C2,19056883550,dorothy.harvey@niagarachildrenscentre.com
Niagara Peninsula Childrens Centre,Communication Aids (Clinics),567 Glenridge Ave.,St Catharines,L2T 4C2,19056883550,dorothy.harvey@niagarachildrenscentre.com
Special Needs Computer Solutions Inc.,Communication Aids (Clinics),"unit 2B, 300 Welland Ave",St Catharines,L7R 7L9,18777244922,terry@specialneedscomputers.ca
Special Needs Computer Solutions Inc.,Communication Aids (Individual Authorizers),"unit 2B, 300 Welland Ave",St Catharines,L7R 7L9,18777244922,terry@specialneedscomputers.ca
Ontario Home Health,Communication Aids (Individual Authorizers),221 Huron St,Stratford,N5A 5T1,15192735770,rickg@ont-home-health.on.ca
Ontario Home Health,Communication Aids (Clinics),221 Huron St,Stratford,N5A 5T1,15192735770,rickg@ont-home-health.on.ca
Able Computer And Electronics Inc.,Communication Aids (Individual Authorizers),7 - 1191 Lansing Ave.,Sudbury,P3A 4C4,17055602253,ablesales@able-computer.com
Able Computer And Electronics Inc.,Communication Aids (Clinics),7 - 1191 Lansing Ave.,Sudbury,P3A 4C4,17055602253,ablesales@able-computer.com
Health Sciences North/Horizon Sante-Nord,Communication Aids (Individual Authorizers),"41 Ramsey Lake Rd, Assistive Communication Clinic ",Sudbury,P3E 5J1,17055237337,jtramontini@hsnsudbury.ca
Health Sciences North/Horizon Sante-Nord,Communication Aids (Clinics),"41 Ramsey Lake Rd, Assistive Communication Clinic ",Sudbury,P3E 5J1,17055237337,jtramontini@hsnsudbury.ca
George Jeffrey Children's Treatment Centre,Communication Aids (Clinics),200 Brock St E,Thunder Bay,P7E 0A2,18076234381,mvankannel@georgejeffrey.com
George Jeffrey Children's Treatment Centre,Communication Aids (Individual Authorizers),200 Brock St E,Thunder Bay,P7E 0A2,18076234381,mvankannel@georgejeffrey.com
Assistive Technology Clinic,Communication Aids (Clinics),"unit UG20, 2075 Bayview Ave, C/O Sunny Brook Health Sciences, U-Wing ",Toronto,M4N 3M5,14164805756,pearl.gryfe@assistivetechnologyclinic.ca
Assistive Technology Clinic,Communication Aids (Individual Authorizers),"unit UG20, 2075 Bayview Ave, C/O Sunny Brook Health Sciences, U-Wing ",Toronto,M4N 3M5,14164805756,pearl.gryfe@assistivetechnologyclinic.ca
Holland Bloorview Kids Rehabilitation Hospital,Communication Aids (Clinics),"CEP, 20 Banigan Dr",Toronto,M4H 1E9,14166981305,istevenson@hollandbloorview.ca
Holland Bloorview Kids Rehabilitation Hospital,Communication Aids (Individual Authorizers),150 Kilgour Rd,Toronto,M4G 1R8,14164256220,sramdial@hollandbloorview.ca
Holland Bloorview Kids Rehabilitation Hospital,Communication Aids (Individual Authorizers),"CEP, 20 Banigan Dr",Toronto,M4H 1E9,14166981305,istevenson@hollandbloorview.ca
Holland Bloorview Kids Rehabilitation Hospital,Communication Aids (Clinics),150 Kilgour Rd,Toronto,M4G 1R8,14164256220,sramdial@hollandbloorview.ca
Sinai Health System,Communication Aids (Clinics),"14 St Matthews RD, (Bacc) Bridgepoint Augmentative Communication Clinic ",Toronto,M4M 2B5,14164618251,kimberley.meighan@sinaihealth.ca
Sinai Health System,Communication Aids (Individual Authorizers),"14 St Matthews RD, (Bacc) Bridgepoint Augmentative Communication Clinic ",Toronto,M4M 2B5,14164618251,kimberley.meighan@sinaihealth.ca
Surrey Place Centre,Communication Aids (Individual Authorizers),2 Surrey Place,Toronto,M5S 2C2,14169255141,olivia.hagemeyer@surreyplace.on.ca
Surrey Place Centre,Communication Aids (Clinics),2 Surrey Place,Toronto,M5S 2C2,14169255141,olivia.hagemeyer@surreyplace.on.ca
Toronto Rehabilitation Institute,Communication Aids (Individual Authorizers),"130 Dunn Ave, University Health Network (UHN) ",Toronto,M6K 2R7,14165973028,loralee.maclean@uhn.ca
Toronto Rehabilitation Institute,Communication Aids (Clinics),"130 Dunn Ave, University Health Network (UHN) ",Toronto,M6K 2R7,14165973028,loralee.maclean@uhn.ca
West Park Healthcare Centre C/O Aac Clinic,Communication Aids (Clinics),"82 Buttonwood Ave, Ruddy Building, 6th Floor ",Toronto,M6M 2J5,14162433600,sscinto@westpark.org
West Park Healthcare Centre C/O Aac Clinic,Communication Aids (Individual Authorizers),"82 Buttonwood Ave, Ruddy Building, 6th Floor ",Toronto,M6M 2J5,14162433600,sscinto@westpark.org
Access Vision Communications,Communication Aids (Individual Authorizers),"unit 11, 496 Albert St, Parkdale Plaza ",Waterloo,N2L 3V4,15195840268,accessvision1995@gmail.com
Access Vision Communications,Communication Aids (Clinics),"unit 11, 496 Albert St, Parkdale Plaza ",Waterloo,N2L 3V4,15195840268,accessvision1995@gmail.com
Kidsability Centre For Child Development,Communication Aids (Individual Authorizers),"500 Hallmark Dr., Technical Resources Program, Attn: Lauren Stoveld ",Waterloo,N2K 3P5,15198868886,lstoveld@kidsability.ca
Kidsability Centre For Child Development,Communication Aids (Clinics),"500 Hallmark Dr., Technical Resources Program, Attn: Lauren Stoveld ",Waterloo,N2K 3P5,15198868886,lstoveld@kidsability.ca
John Mcgivney Children's Centre,Communication Aids (Clinics),3945 Matchette Rd.,Windsor,N9C 4C2,15192527281,branka.milidrag@jmccentre.ca; gerry.demers@jmccentre.ca; toni.southern@jmccentre.ca
John Mcgivney Children's Centre,Communication Aids (Individual Authorizers),3945 Matchette Rd.,Windsor,N9C 4C2,15192527281,branka.milidrag@jmccentre.ca; gerry.demers@jmccentre.ca; toni.southern@jmccentre.ca
Tcc Computers,Communication Aids (Individual Authorizers),1945 Tecumseh Rd W,Windsor,N9B 1V7,15192541680,support@tcccomputers.com
Tcc Computers,Communication Aids (Clinics),1945 Tecumseh Rd W,Windsor,N9B 1V7,15192541680,support@tcccomputers.com
"Dr. Tyber, Kevin",Visual Aids (Low-Tech),"556 Kingston Rd W, Pickering Village ",Ajax,L1T 3A2,19054274144,mfo@drtyber.ca
Amherstburg Vision Centre,Visual Aids (Low-Tech),3 & 4 - 503 Sandwich St. S,Amherstburg,N9V 3G5,15197365422,lauren@amherstburgvisioncentre.com
"Dr. Gall, Johan & Associates",Visual Aids (Low-Tech),119 Sydenham St,Aylmer,N5H 1L4,15197738505,drgall@drgall.com
"Dr. Macmillan, Heather",Visual Aids (Low-Tech),"unit 200, 45 Northumberland St",Ayr,N0B 1E0,15196327888,joanne.drmacmillan@rogers.com
"Andrew David Bond Optometry Professional Corp., Dr.",Visual Aids (Low-Tech),"unit 1&2, 680 Veterans Dr",Barrie,L9J 0H6,17057373141,info@barrieeyecare.com
Anne Street Optometry,Visual Aids (Low-Tech),"unit 7, 353 Anne St N",Barrie,L4N 7Z9,17057265800,dr.spiegl@annestreetoptometry.com
Donald R. Nixon Medicine Professional Corporation,Visual Aids (Low-Tech),"unit 100C, 190 Cundles Rd E",Barrie,L4M 4S5,17057373737,trimedeyedoc@gmail.com
"Schell, Chris, Dr.",Visual Aids (Low-Tech),"unit 6, 225 Ferndale Dr S",Barrie,L4N 6B9,17057345700,chris@eyecarebarrie.com
South Barrie Eye Clinic,Visual Aids (Low-Tech),"unit 10, 431 Bayview Dr",Barrie,L4N 8Y2,17057258228,southbarrieeyeclinic@rogers.com
David Abe Dueck Optometry Professional Corporation,Visual Aids (Low-Tech),4995 King St E,Beamsville,L0R 1B0,19055631618,dadueck@cogeco.net
"Dr. Hennig, Timothy",Visual Aids (Low-Tech),4266 Queen St,Beamsville,L0R 1B0,19055635333,drhennig@cogeco.net
Altair Electronics Ltd.,Visual Aids (Low-Tech),27-A South Pinnacle St,Belleville,K8N 3A1,16139694490,info@altair.ca
Altair Electronics Ltd.,Visual Aids (High-Tech),27-A South Pinnacle St,Belleville,K8N 3A1,16139694490,info@altair.ca
"Dr. Lapienis, Renis",Visual Aids (Low-Tech),229 Main St S,Brampton,L6Y 1N5,19054574700,renlo@renlo.com
"Dr. Thompson, Richard",Visual Aids (Low-Tech),"470 Chrysler Dr., Units 3 & 4",Brampton,L6S 0C1,19057932020,office@drrickthompson.ca
Image Optical Brampton Inc.,Visual Aids (Low-Tech),7 - 55 Mountainash Rd.,Brampton,L6R 1W4,19054941880,parm@imageoptical.ca
Brant Family Eye Care,Visual Aids (Low-Tech),130 Charing Cross St,Brantford,N3R 2J1,15197566173,info@brantfamilyeyecare.ca
Calotti Medicine Professional Corporation,Visual Aids (Low-Tech),"unit 116, 99 Wayne Gretzky Parkway",Brantford,N3S 6T6,15197523200,appointments@drcalotti.com
Glenwell Limited,Visual Aids (Low-Tech),31 William St,Brantford,N3T 3K3,15197592250,wilson@williamstreeteyecare.com
Burlington Eyecare o/a Dr Mark Germain,Visual Aids (Low-Tech),7-3235 Fairview St,Burlington,L7N 3L1,19056399595,icare@burlingtoneye.ca
Dr M Varshney Optometry Professional Corporation,Visual Aids (Low-Tech),"2951 Walkers Line, Halton Family Health Centre ",Burlington,L7M 4Y1,19055923963,mal@drmvarshney.ca
"Dr. Bojeczko, D.",Visual Aids (Low-Tech),2050 James St,Burlington,L7R 1H3,19056812264,dr.bojeczko@sympatico.ca
Dr. Julie Jongepier Optometry Professional Corporation,Visual Aids (Low-Tech),469 Guelph Line,Burlington,L7R 3L8,19053993937,info@drjulie.ca
"Dr. Zeiler, Lorelei F.",Visual Aids (Low-Tech),245 Argyle St S,Caledonia,N3W 1K7,19057650355,drz@drzeiler.ca
Cambridge Eye Care,Visual Aids (Low-Tech),14 - 350 Conestoga Blvd.,Cambridge,N1R 7L7,15196242020,info@cambridgeeyecare.com
Dr Jane Coates,Visual Aids (Low-Tech),"unit C, 200 Division St",Cobourg,K9A 3P7,19053728667,reception@cobourgeyecare.com
"Drs. Brisson, Ghor & Schellenberg Optometry Corporation",Visual Aids (Low-Tech),"unit 105, 316 King St E",Cobourg,K9A 5R8,19053721858,admin.co@nopt.ca
"Dr. Bacher, Steven M.",Visual Aids (Low-Tech),212 Second St W,Cornwall,K6J 1G7,16139335484,drbeyecare@cogeco.net
Dubuc Eye Care Centre,Visual Aids (Low-Tech),10 Montreal Rd,Cornwall,K6H 1B1,16139326634,ddubuc@drdubuc.ca
Dr Kimberly Avis Optometry Professional Corporation,Visual Aids (Low-Tech),"unit 3, 15 Rosswell Drive Dr",Courtice,L1E 0A3,19055715904,aviseye@rogers.com
Dr. Dean Bennett and Dr. Peter Jost,Visual Aids (Low-Tech),1420 King St E,Courtice,L1E 2G5,19054358262,office@courticeoptometry.com
DR SUSAN WOODRUFF,Visual Aids (Low-Tech),71-A James St.,Elora,N0B 1S0,15198460030,icare@eloraoptometry.com
La Rose Vision Centre Inc.,Visual Aids (Low-Tech),"unit 15B, 140 LaRose Ave",Etobicoke,M9P 1B2,14162473887,larosevision@gmail.com; admin@larosevision.com
Fraser Optometry Professional Corporation,Visual Aids (Low-Tech),#1-100 McQueen Blvd,Fergus,N1M 3T8,15197870027,gfraser@eyedrs.ca
Lifetime Vision Centre,Visual Aids (Low-Tech),1405 Pelham St.,Fonthill,L0S 1E0,19058925191,reception@lifetimevisioncentre.ca
