Longitude,Latitude,Ontario_Geospatial_ID,MOH_ID,Service_Type,Service_Detail,Name_Health_Provider,Address,Unit/Floor,Address_Type,Community/Muncipality,Postal_Code
-79.4431919,43.67749139,137293111,6715156,Pharmacy,RP,Nova Pharmacy,1674 Dufferin Street,0,0,Toronto,M6H3M1
-79.60954105,43.57544886,137293112,6715272,Pharmacy,RP,Central All Care Pharmacy,2420 Hurontario Street,0,0,Mississauga,L5B4A9
-79.98470666,43.48808993,137293113,6715655,Pharmacy,RP,Campbellville Pharmacy,35 Crawford Crescent,0,0,Milton,L0P1B0
-79.45290004,44.04035785,137293114,6716191,Pharmacy,RP,Mulock Medical Pharmacy,16700 Bayview Avenue,0,0,Newmarket,L3X1W1
-79.46273301,43.66551828,137293115,6717396,Pharmacy,RP,Duke Pharmacy,2798 Dundas Street West,0,0,Toronto,M6P1Y5
-76.13583957,45.29556492,137293116,6717715,Pharmacy,RP,Respect Rx. Ottawa West,2006 Robinson Road,Unit 14,0,Ottawa,K2H1A5
-79.83904409,43.19158498,137293117,6720391,Pharmacy,RP,Hamilton Compounding Pharmacy,260 Nebo Road,Level 2,0,Hamilton,L8W3K5
-75.3722946,45.08751841,137293118,6722193,Pharmacy,RP,Winchester Pharmasave,12015 Main Street West,Unit C,0,Winchester,K0C2K0
-79.71657868,43.55797745,137293119,6723799,Pharmacy,RP,Mi Clinic Pharmacy,2690 Erin Centre Boulevard,Unit A005,0,Mississauga,L5M5P5
-79.80579795,44.02358963,137293120,6725074,Pharmacy,RP,Queen Care Pharmacy,29 Queen Street North,0,0,New Tecumseth,L0G1W0
-79.21791224,43.74400651,137293121,6726796,Pharmacy,RP,Supercare Pharmacy,3208 Eglinton Avenue East,0,0,Toronto,M1J2H6
-79.87730391,43.24018249,137293122,6727759,Pharmacy,RP,Healthshare Medical Pharmacy,574 Upper James Street,0,0,Hamilton,L9C2Y6
-79.70241905,44.4060554,137293123,6728598,Pharmacy,RP,Cundles Pharmacy,18 Cundles Road East,0,0,Barrie,L4M2Z5
-79.82826864,43.75655718,137293124,6728918,Pharmacy,RP,Southfields Pharmasave Pharm,12531 Kennedy Road,0,0,Caledon,L7C3T6
-79.84709659,43.21147629,137293125,6729098,Pharmacy,LTCF,Grace Villa Nursing Home,45 Lockton Crescent,0,0,Hamilton,L8V4V5
-79.60616945,43.62436477,137293126,6729677,Pharmacy,RP,St Mary's Dixie Pharmacy,4120 Dixie Road,Unit 11,0,Mississauga,L4W4V8
-78.61777707,43.97721388,137293127,6730834,Pharmacy,RP,Stutts Pharmacy,5344 Main Street,Postal Office Box 340,0,Orono,L0B1M0
-81.26074922,43.04406869,137293128,6730914,Pharmacy,LTCF,Chartwell London Ltc Residence,2000 Blackwater Road,0,0,London,N5X4K6
-79.60910935,43.58739796,137293129,6732431,Pharmacy,RP,Hanin Pharmacy Ltd,333 Dundas Street East,Unit 103,0,Mississauga,L5A1X1
-79.74906009,43.57605345,137293130,6737230,Pharmacy,RP,Windwood Pharmacy,3080 Windwood Drive,Unit 6,0,Mississauga,L5N2K5
-79.68695978,43.60448916,137293131,6737258,Pharmacy,LTCF,Yee Hong Centre for Geriatric,5510 Mavis Road,Care-Mississauga,0,Mississauga,L5V2X5
-80.98267077,43.37045356,137293132,6737739,Pharmacy,RP,Sinclair Pharmacy,12 Wellington Street,0,0,Stratford,N5A7V4
-79.69570928,43.58717186,137293133,6737873,Pharmacy,RP,Shoppers Drug Mart #791,5425 Creditview Road,Unit 1,0,Mississauga,L5V2P3
-79.66016926,43.47880714,137293134,6738195,Pharmacy,RP,Cornwall Medical Pharmacy,1525 Cornwall Road,Unit 18,0,Oakville,L6J0B2
-75.08720643,45.31367416,137293135,6738630,Pharmacy,RP,Pharmasave Casselman Pharmacy,732 Principale Street,0,0,Casselman,K0A1M0
-75.72515255,45.40381955,137293136,6738836,Pharmacy,RP,Victoria Pharmacy,1065 Wellington Street,Unit B,0,Ottawa,K1Y2Y2
-79.52913583,43.64861388,137293137,6739915,Pharmacy,RP,Remedy's Al- Shafa Pharmacy,4922 Dundas Street West,0,0,Toronto,M9A1B7
-75.73340045,45.36830484,137293138,6740556,Pharmacy,RP,Apothe Sos Pharmacy,314 Central Park Drive,Unit 8,0,Ottawa,K2C0R2
-79.59010806,43.7855387,137293139,6740752,Pharmacy,RP,Medbrands Ida Pharmacy,53 Woodbridge Avenue,Unit 1,0,Vaughan,L4L9K9
-80.39974719,43.40884959,137293140,6744918,Pharmacy,RP,Deer Ridge Pharmacy,4281 King Street East,Unit B,0,Kitchener,N2P2E9
-79.22278124,43.76087241,137293141,6745230,Pharmacy,RP,Cedarbrae Medical Pharmacy,3630 Lawrence Avenue East,0,0,Toronto,M1G1P6
-79.19268183,43.76654761,137293142,6745999,Pharmacy,RP,Mda Discount Pharmacy,4125 Lawrence Avenue East,0,0,Toronto,M1E2S2
-82.90085117,42.30900938,137293143,6750857,Pharmacy,LTCF,"Versa-Care Place, Tecumseh",1400 Banwell Road,0,0,Tecumseh,N8N2M4
-79.8532562,43.24140599,137293144,6751311,Pharmacy,RP,Smile Drug Store,517 Concession Street,0,0,Hamilton,L8V1A6
-79.44856006,44.22048308,137293145,6753550,Pharmacy,RP,Drugsmart Pharmacy #005,234 Dovedale Drive,0,0,Georgina,L4P0H3
-89.29607667,48.38007355,137293146,6754513,Pharmacy,RP,Oak Medical Pharmacy,620 Arthur Street West,0,0,Thunder Bay,P7E5R8
-79.23688026,43.87855693,137293147,6757832,Pharmacy,RP,Super Care Pharmacy,6633 Highway 7,Unit 101,0,Markham,L3P7P2
-79.43798402,43.87546852,137293148,6764879,Pharmacy,RP,Pars Medcial Pharmacy,10171 Yonge Street,0,0,Richmond Hill,L4C1T5
-79.4370118,43.63671278,137293149,6767395,Pharmacy,RP,Parkdale Pharmacy,1439 King Street West,0,0,Toronto,M6K1H9
-79.43026121,43.79719251,137293150,6769990,Pharmacy,RP,Sunmed Pharmacy,248 Steeles Avenue West,Unit 10,0,Vaughan,L4J1A1
-79.29568057,43.82634292,137293151,6770639,Pharmacy,RP,Advance Pharmacy Inc,Steeles Avenue East,2d18&19&21-4675,0,Toronto,M1V4S5
-81.2020519,42.94667848,137293152,6776456,Pharmacy,LTCF,Meadow Park (London) Nh,1210 Southdale Road East,0,0,London,N6E1B4
-79.86712472,43.49297633,137293153,6777035,Pharmacy,RP,Origins Pharmacy Milton,Bronte Street South,"Unit 2, 3-725",0,Milton,L9T9K1
-79.38120088,43.64055008,137293154,6777570,Pharmacy,RP,Harbourfront Medicine Cabinet,8 York Street,Unit 1,0,Toronto,M5J2Y2
-80.49884192,43.4699182,137293155,6779015,Pharmacy,LTCF,Parkwood Mennonite Home,75 Cardinal Crescent,0,0,Waterloo,N2J2E6
-79.69077376,43.44398033,137293156,6781832,Pharmacy,RP,Speers Pharmacy,225 Speers Road,Unit 1,0,Oakville,L6K0J4
-79.09247394,43.0891501,137293157,6783117,Pharmacy,RP,Main St Pharmacy,5904 Main Street,0,0,Niagara Falls,L2G2Z8
-78.96197029,42.90528167,137293158,6783439,Pharmacy,RP,Crescent Park Pharmacy,1264 Garrison Road,Unit 5,0,Fort Erie,L2A1P1
-79.423696,43.66231309,137293159,6783634,Pharmacy,RP,Bloor St Pharmacy,849 Bloor Street West,0,0,Toronto,M6G1M3
-78.92673986,43.92406555,137293160,6784198,Pharmacy,RP,Metro Pharmacy #536,4111 Thickson Road North,0,0,Whitby,L1R2X3
-82.74049749,42.03759514,137293161,6784278,Pharmacy,RP,Main St Pharmacy &Wellness Cnt,19 Main Street West,0,0,Kingsville,N9Y1H2
-79.32665817,43.69013339,137293162,6784599,Pharmacy,RP,East York Pharmasave 9773,840 Coxwell Avenue,Unit 102,0,Toronto,M4C5T2
-79.80201067,43.12478487,137293163,6784919,Pharmacy,RP,Binbrook Family Health Phar,2537 Hamilton Regional Road 56,Unit B6,0,Hamilton,L0R1C0
-79.38783239,43.66505609,137293164,6786953,Pharmacy,RP,Sanomed Pharm&compounding Cent,1000 Bay Street,0,0,Toronto,M5S3A8
-79.43184391,43.7298655,137293165,6789077,Pharmacy,RP,Murray Shore Pharmacy,3537 Bathurst Street,0,0,Toronto,M6A2C7
-76.4933323,44.23280222,137293166,6789834,Pharmacy,RP,New Day Pharmacy,162 Division Street,0,0,Kingston,K7L3M6
-79.67542896,43.43841333,137293167,6790350,Pharmacy,RP,Oak Lake Pharmacy,146 Lake Shore Road West,Unit A2,0,Oakville,L6K1E4
-79.41779489,43.63989598,137293168,6790751,Pharmacy,RP,Metro Pharmacy #572,100 Lynn Williams Street,0,0,Toronto,M6K3N6
-79.71159471,43.86455921,137293169,6791073,Pharmacy,RP,Wal-Mart Pharmacy,150 McEwan Drive East,0,0,Caledon,L7E2Y3
-79.869106,43.20569088,137293170,6791634,Pharmacy,RP,Tls Regal Care Drug Mart,480 Stone Church Road East,Unit 2,0,Hamilton,L8W0B1
-78.87515244,43.89737745,137293171,6791812,Pharmacy,LTCF,Extendicare Skilled Nursing C,82 Park Road North,0,0,Oshawa,L1J4L1
-74.60130899,45.59314313,137293172,6791876,Pharmacy,RP,Drugstore Pharmacy #4223,1560 Cameron Street,0,0,Hawkesbury,K6A3S5
-84.31775245,46.5228294,137293173,6793035,Pharmacy,RP,Shoppers Drug Mart #669,44 Great Northern Road,0,0,Sault Ste. Marie,P6B4Y5
-84.36874257,46.5380191,137293174,6793357,Pharmacy,RP,Shoppers Drug Mart # 929,364 Second Line West,0,0,Sault Ste. Marie,P6C2J7
-79.54500239,43.09750258,137293175,6793552,Pharmacy,RP,Smithville Pharmacy,128 St Catharines Street,Unit 102,0,Smithville,L0R2A0
-79.78591862,43.75928139,137293176,6794310,Pharmacy,RP,Inspired Pharmacy,128 Inspire Boulevard,0,0,Brampton,L6R3X8
-92.8383936,49.78351767,137293177,6796112,Pharmacy,RP,Dryden Pharmacy,35 Whyte Avenue,Unit 1,0,Dryden,P8N1Z2
-80.19602699,43.05636354,137293178,6800072,Pharmacy,RP,Ohsweken Best Care,753 Sour Springs Road,R.R. 6,0,Hagersville,N0A1H0
-79.20497754,43.78051352,137293179,6800615,Pharmacy,RP,Shoppers Drug Mart #1242,2863 Ellesmere Road,0,0,Toronto,M1E5E9
-76.73076557,45.29975309,137293180,6801357,Pharmacy,RP,Calabogie Pharmacy,1101 Francis Street,Postal Office Box 189,0,Calabogie,K0J1H0
-79.8694997,43.26152259,137293181,6801990,Pharmacy,RP,Hamilton Downtown Pharmacy,52 Cannon Street West,Unit 103,0,Hamilton,L8R2B5
-79.36380709,43.83188312,137293182,6804274,Pharmacy,RP,Sentrex Pharmacy Group,250 Sheilds Court,Unit 3,0,Markham,L3R9W7
-80.41626098,46.36206319,137293183,6805834,Pharmacy,RP,Pharmacie St Charles Pharmacy,1 King Street East,0,0,St.-Charles,P0M2W0
-80.98621578,46.50324118,137293184,6806352,Pharmacy,RP,Catp,450 Notre Dame Avenue,Unit 10,0,Greater Sudbury,P3C5K8
-80.94590256,46.43349327,137293185,6807431,Pharmacy,RP,Val-Est Pharmacy,3179 Highway 69,Unit 1,0,Greater Sudbury,P3N1S5
-75.69287014,45.41973886,137293186,6807752,Pharmacy,RP,Rexall Pharmacy,160 Elgin Street,0,0,Ottawa,K2P2C4
-79.94230633,46.36626912,137293187,6808396,Pharmacy,RP,Northern Lights Remedy Rx,12006 Highway 17,Unit 1,0,West Nipissing,P2B3K8
-79.93527582,43.23324649,137293188,6809956,Pharmacy,LTCF,Chartwell Willowgrove Ltc Resi,1217 Old Mohawk Road,0,0,Hamilton,L9K1P6
-79.68097494,43.2286067,137293189,6809992,Pharmacy,RP,Lakeside Health Pharmacy,825 North Service Road,Unit 104,0,Hamilton,L8E0J7
-79.31346207,43.75706811,137293190,6811550,Pharmacy,RP,Shoppers Drug Mart #851,85 Ellesmere Road,Unit 31,0,Toronto,M1R4B7
-79.23170179,45.33878498,137293191,6812513,Pharmacy,RP,Wal-Mart Pharmacy,Howland Drive,Unit 10 - 111,0,Huntsville,P1H2P4
-79.29873927,43.82695742,137293192,6812559,Pharmacy,RP,A & J Pharmacy,1 Sun Yat Sen Avenue,0,0,Markham,L3R5K9
-79.68336357,43.54396885,137293193,6813479,Pharmacy,RP,Wal-Mart Pharmacy,2160 Burnamthorpe Road West,0,0,Mississauga,L5L5Z5
-81.2242039,42.94410837,137293194,6813576,Pharmacy,LTCF,Dearness Home,710 Southdale Road East,0,0,London,N6E1R8
-76.0330442,44.89230065,137293195,6815333,Pharmacy,RP,Wal-Mart Pharmacy,114 Lombard Street,0,0,Smiths Falls,K7A5B8
-83.05304811,42.27824727,137293196,6816715,Pharmacy,RP,Essential Pharmacy W Windsor,2055 Huron Church Road,0,0,Windsor,N9C2L6
-79.810767,43.40706872,137293197,6818919,Pharmacy,RP,Wal-Mart Pharmacy,4515 Dundas Street West,R.R. 1,0,Burlington,L7M5B4
-80.54597563,43.4546652,137293198,6819151,Pharmacy,RP,Erb St Ida Pharmacy,347 Erb Street West,Unit 6,0,Waterloo,N2L1W4
-79.57076285,43.7580094,137293199,6819473,Pharmacy,RP,Humber Summit Pharmacy,2972 Islington Avenue,Unit 10,0,Toronto,M9L2K6
-79.35228939,43.78544421,137293200,6820755,Pharmacy,RP,Rainbow Ida Pharmacy,3018 Don Mills Road East,0,0,Toronto,M2J3C1
-79.64284543,43.2152679,137293201,6821077,Pharmacy,RP,Costco Pharmacy # 1273,1330 South Service Road,0,0,Hamilton,L8E5C5
-79.40330711,43.89604583,137293202,6821834,Pharmacy,RP,Richmond Hill Guardian Phar,1285 Eglin Mills Road East,Unit 23,0,Richmond Hill,L4S0B5
-80.94831077,46.52060849,137293203,6824751,Pharmacy,RP,Shoppers Drug Mart # 670,1349 Lasalle Boulevard,Unit 101,0,Greater Sudbury,P3A1Z2
-75.64662242,45.37688625,137293204,6825037,Pharmacy,RP,Walkley Pharmacy Remedy Rx,1584 Walkley Road,Unit 7,0,Ottawa,K1V6P5
-79.76772121,43.69234697,137293205,6826955,Pharmacy,RP,Astra Care Pharmacy,300 Main Street North,0,0,Brampton,L6V4H6
-79.40594569,43.65339418,137293206,6827179,Pharmacy,HOPD,Shoppers Drug Mart,399 Bathurst Street,Toronto Western Outpatient Pcy,0,Toronto,M5T2S8
-93.43423527,48.60896828,137293207,6828196,Pharmacy,RP,Wal-Mart Pharmacy,1250 King's Highway,0,0,Fort Frances,P9A2X6
-80.64029685,44.31396564,137293208,6830218,Pharmacy,LTCF,Grey Gables Home for the Aged,206 Toronto Street,0,0,Markdale,N0C1H0
-75.48609277,45.46171447,137293209,6830478,Pharmacy,RP,Innes Ida Pharmacy,4473 Innes Road,Unit 101,0,Ottawa,K4A1A7
-79.86599968,44.15433205,137293210,6830799,Pharmacy,RP,Shoppers Drug Mart # 972,67 Victoria Street East,0,0,New Tecumseth,L9R1L5
-80.32788576,43.4035797,137293211,6833233,Pharmacy,RP,First Line Pharmacy,600 Hespeler Road,Unit 20B,0,Cambridge,N1R8H2
-76.4815858,44.23037092,137293212,6837836,Pharmacy,RP,Graham's Pharmacy,328 King Street East,0,0,Kingston,K7L1B1
-79.48135031,43.63032858,137293213,6838434,Pharmacy,RP,Shoppers Drug Mart #865,125 The Queensway,0,0,Toronto,M8Y1H6
-80.90347175,46.43246148,137293214,6838997,Pharmacy,RP,Valley Plaza Pharmacy,5085 Ontario 69,Postal Office Box 3040,0,Greater Sudbury,P3P1J6
-79.62990527,43.71415148,137293215,6840118,Pharmacy,RP,Shoppers Simply  Pharmacy#3072,3530 Derry Road East,0,0,Mississauga,L4T4E3
-81.28212563,43.02472568,137293216,6841037,Pharmacy,RP,Ida Richmond Mecical Pharmacy,1653 Richmond Street,0,0,London,M6G2M9
-79.78438595,44.07874214,137293217,6842312,Pharmacy,RP,Beeton Pharmacy,1 Main Street West,0,0,New Tecumseth,L0G1A0
-79.79518008,43.19656589,137293218,6842955,Pharmacy,RP,Shoppers Drug Mart # 1204,270 Mud Street West,Unit 1,0,Hamilton,L8J3Z6
-79.21009389,43.18556241,137293219,6843151,Pharmacy,RP,Carlton Corners Pharmasave,574 Carlton Street,Unit 2,0,St. Catharines,L2M4X9
-79.70681727,43.46971874,137293220,6844757,Pharmacy,RP,Upper Middle Pharmacy,1534 Queensbury Crescent,#5 Front #2 Back,0,Oakville,L6H4G5
-79.64837196,43.51044085,137293221,6845578,Pharmacy,LTCF,Sheridan Villa,2460 Truscott Drive,0,0,Mississauga,L5J3Z8
-79.53444165,43.84399341,137293222,6848398,Pharmacy,RP,Mackenzie Pharmacy,9671 Jane Street,Unit 2,0,Vaughan,L6A3X5
-79.37247388,43.66735039,137293223,6851793,Pharmacy,RP,James Town Pharmacy,225 Wellesley Street East,Unit 5,0,Toronto,M4X1X8
-80.28248406,43.54064562,137293224,6852550,Pharmacy,RP,Greengate Pharmacy,170 Silvercreek Pky North,Unit 2,0,Guelph,N1H7P7
-79.21208389,43.17709801,137293225,6853577,Pharmacy,RP,Wal-Mart Pharmacy,525 Welland Avenue,0,0,St. Catharines,L2M5V2
-76.23679434,44.47518977,137293226,6853719,Pharmacy,RP,Pharma Well Drugmart,106 Dryhan Way,"Unit 4, Postal Office Box 189",0,Seeley's Bay,K0H2N0
-76.99517849,44.48738094,137293227,6856271,Pharmacy,RP,Pharma Well Drugmart,5 Concession Street North,0,0,Tamworth,K0K3G0
-76.69407419,44.47949685,137293228,6857671,Pharmacy,RP,Pharma Well Drug Mart,6674 Highway 38,Postal Office Box 448,0,Verona,K0H2W0
-79.90191292,43.33441311,137293229,6858956,Pharmacy,RP,Rockhaven Pharmacy Rx Hlthmed,170 Rockhaven Lane,Unit 104,0,Hamilton,L8B1B5
-79.79351619,43.34365661,137293230,6859474,Pharmacy,RP,Progressive Pharmacy,678 Guelph Line,Unit 3,0,Burlington,L7R3M8
-79.31770379,45.04673363,137293231,6860239,Pharmacy,RP,Rexall # 8193,36 Macdonald Street,Unit 3,0,Bracebridge,P1L1R7
-79.70598456,44.4053084,137293232,6861835,Pharmacy,RP,Kozlov Guardian Pharmacy,400 Bayfield Street,Unit G39,0,Barrie,L4M5A1
-79.88275511,43.22809549,137293233,6862273,Pharmacy,RP,The Medicine Shoppe,836 Upper James Street,0,0,Hamilton,L9C3A4
-79.37566328,43.65410169,137293234,6863959,Pharmacy,RP,Urban Care Pharmacy,26 Dalhousie Street,0,0,Toronto,M5B2A5
-79.44632186,46.31935033,137293235,6866055,Pharmacy,LTCF,Cassellholme,400 Olive Street,0,0,North Bay,P1B6J4
-80.21518554,43.53304653,137293236,6866117,Pharmacy,RP,Prime Care Pharmacy Arboretum,281 Stone Road East,Unit 103,0,Guelph,N1G5J5
-81.14897539,44.13350608,137293237,6866215,Pharmacy,RP,Pellows Pharmacy,232 Durham Street East,0,0,Walkerton,N0G2V0
-79.68029584,44.34808359,137293238,6867919,Pharmacy,RP,Lmc Pharmacy-Barrie,370 Bayview Drive,Unit 110,0,Barrie,L4N8Y2
-79.65784098,43.76604709,137293239,6868115,Pharmacy,RP,Gore Queen Pharmacy,8730 The Gore Road,Unit C,0,Brampton,L6P0B1
-79.24703386,43.82419532,137293240,6870479,Pharmacy,RP,Mmmc Pharmacy,3610 McNicoll Avenue,Unit 12,0,Toronto,M1X0B7
-80.29332525,43.35850979,137293241,6870674,Pharmacy,RP,Avalon Pharmacy,85 Dundas Street North,0,0,Cambridge,N1R5N6
-75.50479757,45.42810026,137293242,6870996,Pharmacy,RP,Navan Medical Pharmacy,3349 Navan Road,0,0,Ottawa,K1W0K7
-80.23278844,43.53433762,137293243,6871753,Pharmacy,RP,Uc Pharmacy,50 Stone Road East,University Centre,0,Guelph,N1G2W1
-79.879518,43.20931458,137293244,6872459,Pharmacy,LTCF,The Wellington Nursing Home,1430 Upper Wellington Street,0,0,Hamilton,L9A5H3
-78.28804066,43.95079819,137293245,6873733,Pharmacy,LTCF,Regency Long Term Care Home,66 Dorset Street East,0,0,Port Hope,L1A1E3
-79.47859735,44.05380585,137293246,6875278,Pharmacy,RP,Shoppers Drug Mart # 981,20 Davis Drive,0,0,Newmarket,L3Y2M7
-80.48996482,43.4485993,137293247,6875474,Pharmacy,RP,Kitchener New Day Pharmacy,91 Queen Street South,Unit 7,0,Kitchener,N2G4M7
-79.44345861,43.67763669,137293248,6877515,Pharmacy,RP,Bio Pharmacy,1177 St Clair Avenue West,0,0,Toronto,M6E1B5
-79.77906491,43.66678177,137293249,6880994,Pharmacy,RP,Sobeys Pharmacy #7221,8975 Chinguacousy Road,0,0,Brampton,L6Y0J2
-80.47446971,43.4564955,137293250,6881172,Pharmacy,LTCF,Peoplecare A.R.GOUGIE Kitchene,369 Frederick Street,0,0,Kitchener,N2H2P1
-82.46458219,45.91694711,137293251,6881350,Pharmacy,RP,Robertson's Drug Store,39 Meredith Street,0,0,Gore Bay,P0P1H0
-79.91358922,43.23102399,137293252,6881476,Pharmacy,LTCF,Regina Gardens,536 Upper Paradise Road,0,0,Hamilton,L9C5E3
-79.81208038,43.25100149,137293253,6882634,Pharmacy,RP,Shoppers Drug Mart #750,1183 Barton Street East,0,0,Hamilton,L8H2V4
-79.75606951,43.77204499,137293254,6884231,Pharmacy,RP,Brampton Discount Pharmacy,130 Father Tobin Road,Unit 4,0,Brampton,L6R3P1
-79.57395606,43.7827236,137293255,6885472,Pharmacy,RP,Pine Valley Pharmacy,7700 Pine Valley Drive,0,0,Vaughan,L4L2X4
-79.34382557,43.67927499,137293256,6887176,Pharmacy,RP,Apollon Pharmacy Ltd,696 Danforth Avenue,0,0,Toronto,M4J1L1
-77.14391269,44.00604675,137293257,6888914,Pharmacy,RP,Main Street Pharmacy,130 Main Street West,0,0,Prince Edward,K0K2T0
-89.44088472,48.35854624,137293258,6892758,Pharmacy,RP,Rosslyn Pharmacy,Ontario 130,C 202,0,Rosslyn,P7K0B8
-79.80267739,43.31703371,137293259,6892874,Pharmacy,RP,Golden Care Pharamcy,1230 North Shore Boulevard East,Unit 5,0,Burlington,L7S1W7
-79.23238646,43.88447483,137293260,6895318,Pharmacy,RP,Dales Pharmacy,377 Church Street,0,0,Markham,L6B1A1
-79.40541121,43.83186252,137293261,6896077,Pharmacy,RP,Dales Pharmacy,8200 Bayview Avenue,Bayview Ave,0,Markham,L3T2X2
-79.36958458,43.66756779,137293262,6896914,Pharmacy,RP,Dales Pharmacy,572 Parliament Street,0,0,Toronto,M4X1P8
-80.52343633,43.4636391,137293263,6897030,Pharmacy,RP,Shoppers Drug Mart # 727,75 King Street South,Unit 42 & 43,0,Waterloo,N2J1P2
-79.30298477,43.78972801,137293264,6897236,Pharmacy,RP,Popular Choice Pharm Birchwood,2600 Birchmount Road,0,0,Toronto,M1T2M5
-80.27333982,43.15596626,137293265,6899877,Pharmacy,RP,Metro Pharmacy #542,371 St Paul Avenue,0,0,Brantford,N3R4N5
-79.27538546,43.7252982,137293266,6899911,Pharmacy,RP,Dale Pharmacy,9 Chelwood Road,Unit A,0,Toronto,M1K2K5
-79.16977933,43.78344502,137293267,6900552,Pharmacy,RP,Highland Creek Pharamcy,371 Old Kingston Road,0,0,Toronto,M1C1B7
-75.70938974,45.40715415,137293268,6901196,Pharmacy,RP,Pharma Can Drug Mart,71 Willow Street,0,0,Ottawa,K1R6V9
-83.0125585,42.29237547,137293269,6901837,Pharmacy,RP,Ziter Pharmachoice,2462 Howard Avenue,Unit 108,0,Windsor,N8X3V6
-81.0263446,49.06176727,137293270,6903112,Pharmacy,RP,Cochrane Pharmacy,134 A Third Street,0,0,Cochrane,P0L1C0
-79.61934875,43.57791686,137293271,6903755,Pharmacy,RP,Pacific Pharmacy Mississauga,113 Dundas Street West,0,0,Mississauga,L5B1H8
-82.60199745,42.03809265,137293272,6904399,Pharmacy,RP,Shoppers Drug Mart # 1117,269 Erie Street South,0,0,Leamington,N8H3C4
-79.87852131,43.26393849,137293273,6904594,Pharmacy,RP,Hess Village Pharamcy,340 York Boulevard,0,0,Hamilton,L8R3L2
-79.56260924,43.60947647,137293274,6904718,Pharmacy,HOPD,Queensway Health Pharma Centre,150 Sherway Drive,0,0,Toronto,M9C1A5
-75.48412987,45.45418527,137293275,6904914,Pharmacy,RP,Tenth Line Pharm&compounding,Tenth Line Road,C3-2288n,0,Ottawa,K4A0X4
-80.87554775,46.549234,137293276,6907813,Pharmacy,RP,Nickel Centre Pharmacy,3098 Falconbridge Highway,Unit 10,0,Greater Sudbury,P3L1P5
-80.24711355,43.54482093,137293277,6910159,Pharmacy,RP,New Day Guelph Pharmacy,84 Carden Street,0,0,Guelph,N1H3A3
-82.96813828,42.25662337,137293278,6913637,Pharmacy,RP,Loblaw Pharmacy #567,4371 Walker Road,0,0,Windsor,N8W3T6
-79.27709456,43.75725871,137293279,6914510,Pharmacy,RP,Doctors Pharmacy,1261 Kennedy Road,Unit B,0,Toronto,M1P2L4
-79.7218062,43.76146989,137293280,6916750,Pharmacy,RP,Castlemore West Phamracy,9960 Airport Road,Unit 2,0,Brampton,L6S0C5
-79.071627,43.84888913,137293281,6917152,Pharmacy,RP,Super Rx Pharmacy Ltd,1725 Kingston Road,Unit 9,0,Pickering,L1V4L9
-83.05548091,42.28437277,137293282,6917517,Pharmacy,RP,Shoppers Drug Mart 1467,1760 Huron Church Road,0,0,Windsor,N9C2C4
-83.0277503,42.26655386,137293283,6918473,Pharmacy,RP,Shoppers Drug Mart 1114,1421 Grand Marais Road West,0,0,Windsor,N9E4V1
-89.27024307,48.38712326,137293284,6920353,Pharmacy,LTCF,Hogarth Riverview Manor,300 Lillie Street,0,0,Thunder Bay,P7C4Y7
-74.74058939,45.00287612,137293285,6920914,Pharmacy,RP,Arrowhead Pharmacy,219 Akwesasne International Road,0,0,Summerstown,K6H0G5
-79.14385225,46.23118983,137293286,6921673,Pharmacy,RP,Bonfield Life Care Pharamcy,105 Landon Street,0,0,Bonfield,P0H1E0
-79.68323327,43.52585215,137293287,6922039,Pharmacy,RP,Healing Hands Pharmacy,3105 Winston Churchill Boulevard,Unit 22,0,Mississauga,L5L5S3
-79.51104672,43.64773908,137293288,6924233,Pharmacy,RP,Shoppers Drug Mart #808,3010 Bloor Street West,0,0,Toronto,M8X1C2
-79.85665153,43.53909284,137293289,6926678,Pharmacy,RP,James Snow Pharmacy,51 James Snow Parkway North,0,0,Milton,L9E0H1
-81.29283303,42.98751688,137293290,6927338,Pharmacy,RP,Costco Pharmacy #530,693 Wonderland Road North,0,0,London,N6H4L1
-81.92262153,45.97786065,137293291,6932117,Pharmacy,RP,Little Current Guardian Pharm,41 Meredith Street East,0,0,Little Current,P0P1K0
